tam,burn_rate,requested_amount,milestone_count,team_experience,industry,prev_funding,is_successful
35366511,5667,113340,4,5,SaaS,0,0
612401,4837,43533,5,4,Gaming,1,0
10844935,23787,285444,4,5,SaaS,1,1
1484916,2398,74338,1,3,DeFi,1,0
17420195,24125,482500,4,1,SaaS,0,0
1343079,13624,122616,5,4,DeFi,0,0
219015815,5312,127488,7,9,DeFi,0,1
21726957,8280,99360,7,3,DeFi,1,1
13824766,1636,22904,7,4,Gaming,1,1
31227555,10643,276718,6,2,DeFi,1,0
570552,16384,491520,7,7,SaaS,0,0
247023,4425,123900,7,3,DeFi,0,0
4802952,55835,1954225,4,11,AI,0,0
29622546,8534,76806,6,10,SaaS,1,0
1697045,10614,360876,2,5,SaaS,0,0
3854068,4340,108500,3,8,SaaS,0,0
204535,23514,658392,2,5,Infrastructure,0,0
66405364,3014,48224,5,9,Infrastructure,0,1
1853616,17535,561120,5,1,AI,0,0
1632233,5931,94896,6,2,Infrastructure,0,1
10481771,5669,73697,2,2,SaaS,0,0
129261,2180,69760,3,0,Infrastructure,1,0
8956732,27599,662376,6,8,AI,0,1
4546656,4414,145662,3,7,SaaS,0,0
842249,29275,556225,3,7,Infrastructure,1,1
12495710,6040,66440,2,2,Gaming,0,0
74453025,4003,120090,1,3,Infrastructure,1,0
4616925,19245,519615,6,7,SaaS,1,0
2344772,2118,59304,7,8,Infrastructure,0,0
7924611,5390,91630,4,4,SaaS,0,0
17706955,18099,343881,5,0,DeFi,0,0
7747381,7059,49413,3,4,Gaming,1,0
2329457,11209,156926,1,4,Gaming,0,0
2454789,7618,76180,4,2,DeFi,0,0
132569,6174,197568,7,3,SaaS,0,0
36934481,11390,273360,3,6,AI,0,0
10699038,1839,62526,1,5,Infrastructure,1,0
3396386,21043,420860,1,5,DeFi,0,0
5064762,12883,180362,7,4,Gaming,0,0
8851513,21090,147630,4,6,SaaS,0,0
395637,5575,105925,6,8,AI,0,1
594945671,67437,674370,5,4,Gaming,1,0
27139224,21232,467104,3,0,Gaming,0,0
18947117,1455,10185,3,0,AI,0,0
5926913,21572,690304,7,3,AI,0,0
6837133,8472,76248,4,10,Gaming,0,0
76293612,11427,365664,7,8,DeFi,0,0
7793844,35449,957123,4,5,Gaming,0,0
8951680,24634,591216,6,4,DeFi,0,0
725833,9748,185212,3,4,Gaming,0,0
407178,2422,14532,1,4,Infrastructure,0,0
243447,7961,95532,2,5,AI,1,0
34402706,2826,45216,3,7,Infrastructure,0,0
2597230,15978,159780,5,1,DeFi,0,0
4297686,12151,376681,5,7,AI,0,0
64514850,11461,286525,2,3,AI,0,0
83770426,29060,784620,6,0,Infrastructure,0,0
1052951,11544,161616,3,6,AI,1,1
1405598,14192,397376,2,9,DeFi,0,0
199560412,9924,198480,7,6,SaaS,0,0
3638673,7066,162518,2,3,Infrastructure,0,0
54031899,3870,73530,2,5,SaaS,0,1
125423033,1357,20355,2,3,Infrastructure,0,0
1535219,11934,143208,6,0,DeFi,1,0
430379,72517,1087755,4,5,Gaming,0,0
3665136,4788,67032,3,6,SaaS,1,1
1256613,5301,53010,4,4,AI,0,0
1088303,69623,1601329,1,2,Gaming,0,0
685534,4772,81124,4,4,Infrastructure,0,0
533942,10142,70994,6,8,Gaming,1,0
3994947,5436,141336,3,8,AI,0,0
1729611,6014,90210,1,2,AI,0,0
4840993,1669,56746,1,0,DeFi,1,0
727245,2162,62698,7,2,DeFi,0,0
35211620,38830,1164900,3,4,AI,1,0
876391,46469,1161725,1,4,Infrastructure,0,0
9864767,2490,47310,1,2,AI,0,0
7226093,3052,97664,5,6,DeFi,0,0
541746,5386,102334,7,3,Infrastructure,0,0
10433143,6802,95228,2,0,Infrastructure,0,0
3945779,6031,180930,6,1,Gaming,0,0
528659386,14952,433608,1,2,AI,0,0
62533646,3505,101645,6,6,AI,0,0
4671183,7406,44436,1,7,Infrastructure,1,1
7400656,23572,424296,7,4,Gaming,0,0
38625404,7001,98014,4,8,Infrastructure,1,1
5288540,30173,935363,4,0,Infrastructure,0,0
3924894,2131,23441,7,1,Infrastructure,0,0
22567106,12576,150912,6,0,Infrastructure,0,0
57464931,35252,493528,2,5,Infrastructure,0,0
3816685,14409,259362,2,8,Gaming,0,0
34776445,14407,216105,7,6,SaaS,0,0
3160708,10950,208050,3,4,Gaming,1,1
90537,20184,464232,6,4,DeFi,0,0
28912718,5293,37051,1,7,AI,1,0
8098166,2155,56030,6,6,SaaS,0,0
344178604,15543,248688,6,0,Infrastructure,0,0
45414289,4085,102125,6,8,SaaS,0,0
179269214,18970,341460,7,0,SaaS,0,0
6712098,2150,27950,6,9,Gaming,0,1
2261241,10613,360842,3,7,SaaS,0,0
514492,11038,110380,5,9,DeFi,0,0
446905,11047,309316,4,6,Infrastructure,0,0
57903430,26598,345774,6,2,Infrastructure,1,0
732588,9461,189220,2,7,AI,1,1
68565127,41848,585872,5,4,SaaS,0,0
81519,32141,996371,7,3,DeFi,1,0
11570910,4079,93817,1,4,Gaming,0,0
22986917,6088,133936,4,8,AI,0,1
3663168,3743,41173,4,1,DeFi,0,0
1288980,7959,55713,5,5,DeFi,0,0
20229069,7244,123148,4,7,SaaS,0,1
9123893,1855,61215,5,6,Gaming,0,0
236513232,13566,257754,2,3,DeFi,0,0
196237990,38143,1182433,5,6,Infrastructure,0,0
3903148,7937,277795,5,5,DeFi,0,0
6065067,4409,114634,7,2,Gaming,1,0
1067166,27423,630729,2,6,Gaming,0,0
11912258,1165,39610,5,7,SaaS,1,1
145767033,110838,3879330,3,4,AI,0,0
32179444,13611,231387,3,7,DeFi,0,0
112486,13678,136780,5,4,Infrastructure,0,0
38215194,3593,107790,4,6,DeFi,0,0
6446842,22837,502414,5,6,SaaS,0,1
8961715,32854,854204,5,4,SaaS,0,0
55542937,24418,854630,2,3,DeFi,0,0
3846701,16336,359392,3,5,Infrastructure,1,0
59759958,1154,26542,3,5,AI,0,1
26069813,1547,17017,3,8,Gaming,1,0
809729,9020,90200,7,9,SaaS,0,0
697623,3185,85995,3,5,AI,0,0
97935540,3021,99693,2,4,Gaming,0,0
99357922,7676,230280,6,5,AI,0,0
8262522,17004,357084,3,4,Infrastructure,1,0
1702408,24300,315900,4,7,SaaS,0,0
2293568,3498,20988,4,0,AI,0,0
3954914,5320,74480,6,6,Infrastructure,0,1
12280351,12669,164697,5,3,Gaming,0,0
19424442,2518,30216,6,8,AI,1,1
135498058,11812,177180,1,3,Infrastructure,0,0
4512950,2220,55500,2,0,Infrastructure,1,0
664499823,34597,934119,5,6,SaaS,0,0
8330638,2705,24345,3,5,AI,0,0
3175524,1271,38130,5,0,DeFi,1,0
1428480,10882,119702,1,10,Gaming,0,0
448816,31654,569772,2,3,AI,0,0
94033609,60262,1325764,6,4,DeFi,0,0
357422,12770,344790,6,6,Gaming,0,0
8591585,17421,540051,2,5,Gaming,1,0
4227537,10972,98748,7,3,AI,0,0
19497656,3828,34452,7,4,DeFi,0,0
14547477,27147,217176,4,3,AI,0,0
127513926,5464,185776,5,4,Infrastructure,0,0
639488,28588,743288,2,2,Gaming,1,0
1073009,5185,124440,1,5,DeFi,1,1
5887938,21904,306656,6,3,Infrastructure,0,0
6543586,7918,95016,6,7,AI,0,1
237899144,3668,58688,6,4,AI,0,1
14334069,16772,134176,1,2,Gaming,0,0
47242767,7444,208432,7,5,SaaS,1,0
127608272,1271,21607,2,4,Infrastructure,0,0
108382862,5849,81886,6,0,DeFi,0,0
1639990,5113,178955,4,4,AI,0,0
33454896,10418,229196,4,3,DeFi,0,0
78844054,19984,139888,2,2,Infrastructure,1,0
206867147,5065,55715,4,0,Gaming,0,0
143850669,30040,630840,5,4,DeFi,1,1
1824767,4860,68040,7,3,Gaming,0,0
4741234,162136,3242720,7,7,Gaming,1,1
115776,680,8160,3,4,DeFi,0,0
2202765,19594,117564,7,4,Gaming,1,0
347152588,11063,154882,2,7,Gaming,0,0
8089490,2431,43758,1,9,SaaS,1,1
8961624,8346,267072,4,5,AI,0,0
16580998,5983,53847,7,8,Infrastructure,0,0
136868,20902,418040,4,3,Gaming,1,1
2654802,10063,241512,2,6,SaaS,1,1
535450,13412,362124,1,1,Gaming,0,0
20640903,2496,87360,3,6,SaaS,0,0
8692967,9113,273390,1,5,SaaS,1,0
3526382,6642,225828,3,6,SaaS,1,0
4389790,16343,408575,1,3,AI,0,0
5403577,3665,36650,3,4,Gaming,0,0
5283374,27880,195160,6,5,SaaS,0,0
86894005,34561,241927,6,2,DeFi,1,0
14770524,12260,257460,6,0,Gaming,0,0
39634639,3125,34375,7,7,AI,1,0
495770,7328,227168,5,0,SaaS,1,0
1658577,3472,27776,6,10,Infrastructure,0,0
1264837,53586,482274,3,9,DeFi,0,0
9373989,11696,105264,4,11,SaaS,0,0
13065377,22246,778610,5,5,Gaming,0,0
14784265,11457,263511,4,5,SaaS,0,0
10226141,4307,107675,3,4,SaaS,0,0
686722,24155,676340,1,0,Gaming,0,0
4963148,8803,246484,5,6,Infrastructure,1,0
2207704,2034,52884,2,3,Gaming,1,0
29901597,13931,403999,4,4,SaaS,0,0
14938860,4032,52416,6,10,Infrastructure,0,1
156383386,3038,72912,6,6,AI,0,1
20827001,11414,68484,3,9,AI,1,0
117951082,9301,130214,3,8,Gaming,0,0
1553387,1142,21698,2,5,DeFi,1,1
12582337,19166,364154,3,7,DeFi,0,1
2769193,6214,192634,1,0,DeFi,1,0
1781770,23892,358380,6,6,Gaming,0,1
125694,87099,2177475,5,7,Gaming,0,0
2660731,82801,2566831,6,8,Gaming,0,0
9488029,2939,23512,1,0,SaaS,0,0
4464113,7837,172414,1,8,AI,0,1
118840794,1761,17610,7,3,SaaS,1,0
32206769,932,15844,2,1,DeFi,1,0
934112036,3305,92540,6,1,AI,0,0
1795237,2216,31024,7,7,DeFi,0,1
3239179,67843,1696075,2,9,Gaming,0,0
7461753,21303,468666,5,6,AI,0,1
17452960,745,13410,6,6,SaaS,1,1
1309731,22938,665202,3,5,SaaS,1,0
42776494,28990,579800,1,6,Gaming,1,1
2991991,1607,53031,1,5,Gaming,1,0
1036552,1162,6972,2,6,Gaming,0,0
95676670,12361,370830,1,7,DeFi,0,0
3929821,36973,1257082,2,4,AI,1,0
58367161,10876,369784,7,4,AI,0,0
67148153,5815,168635,5,3,Infrastructure,0,0
443323,18496,184960,5,8,Infrastructure,0,0
4582254,5694,182208,6,0,DeFi,1,0
6010424,4408,92568,3,9,Infrastructure,0,1
4237018,10716,353628,3,0,DeFi,1,0
54532511,6941,41646,2,3,AI,0,0
1686771,1803,59499,5,7,AI,0,0
15186946,10098,171666,2,8,DeFi,1,1
29619033,1383,9681,3,6,AI,0,0
367251,24028,336392,2,7,Gaming,0,0
4296653,10357,238211,4,7,Gaming,0,0
86376425,9202,165636,4,8,DeFi,0,1
78009456,8280,74520,7,0,Gaming,0,0
5847198,9588,95880,3,0,SaaS,1,0
13956218,5837,81718,5,0,Gaming,0,0
92296282,18907,661745,2,7,Infrastructure,0,0
64265082,25178,352492,3,5,Gaming,0,0
1559443,7984,199600,4,2,SaaS,0,0
1593570,1290,27090,3,0,SaaS,0,0
2812596,9726,184794,3,4,AI,0,0
2601372,4266,25596,4,5,AI,0,0
3615137,4336,78048,1,1,Gaming,0,0
181387,2952,85608,7,1,AI,1,0
61532774,5150,56650,5,0,Gaming,0,0
30823425,5581,33486,2,2,SaaS,0,0
6465141,1808,47008,6,4,AI,0,0
822684,787,18101,3,15,AI,0,1
1977104,14162,439022,2,4,Infrastructure,0,0
1260740108,6458,180824,2,6,SaaS,0,0
911406,41401,248406,4,5,SaaS,0,0
7810665,3721,70699,4,0,AI,0,0
126752746,4208,92576,4,2,DeFi,0,0
15964948,17098,290666,1,8,AI,1,1
6277441,3684,125256,5,5,DeFi,0,0
43042306,2581,82592,2,2,AI,0,0
10740848,46195,739120,6,0,Infrastructure,1,0
7648375,27730,915090,4,6,DeFi,0,0
2926196,2733,65592,2,8,AI,1,1
1655460,5172,139644,7,3,Infrastructure,0,0
307039017,7341,66069,4,7,AI,0,0
9605674,6483,207456,6,6,DeFi,0,0
2613645,22444,201996,5,4,DeFi,0,0
193376576,5778,34668,4,3,Gaming,0,0
2265771,8603,111839,3,7,DeFi,0,0
22936323,24817,694876,6,1,AI,0,0
7367144,6344,158600,4,4,Gaming,0,0
27299,4199,67184,6,5,AI,0,0
44667708,7042,42252,2,3,SaaS,0,0
22141005,16146,306774,6,6,Infrastructure,0,1
59716661,6927,173175,7,2,Infrastructure,0,0
5545260,4006,48072,1,6,AI,0,0
1618465,3865,96625,5,6,Gaming,1,0
101534565,9413,225912,7,6,AI,0,0
38068786,2112,16896,5,7,DeFi,1,0
38386137,4708,145948,4,9,DeFi,0,0
2368526,2935,17610,7,5,SaaS,0,0
641631,7012,140240,1,7,Infrastructure,0,1
80366783,26428,422848,1,8,SaaS,0,1
29896977,7595,106330,7,5,Gaming,0,0
17195615,42629,554177,2,4,Infrastructure,0,0
2322916,1759,19349,3,2,Infrastructure,0,0
37363961,7278,247452,4,5,DeFi,0,0
4809222,1123,37059,2,4,DeFi,1,0
4060472,10828,151592,2,2,AI,0,0
51973852,2736,46512,2,6,SaaS,0,1
817599,9849,167433,4,0,AI,1,1
69371814,4336,112736,6,6,SaaS,0,0
35825041,1850,35150,2,7,DeFi,1,1
6973746,27284,736668,4,2,Infrastructure,1,0
913361759,133035,798210,5,8,AI,0,0
284002,32524,715528,7,7,SaaS,1,1
2088104,24500,612500,1,3,DeFi,0,0
296240,27360,273600,1,4,SaaS,0,0
922260,32935,823375,7,2,Gaming,1,0
3538763,54765,657180,5,4,Gaming,1,1
4379850,6665,226610,6,0,SaaS,0,0
35980388,3307,52912,3,6,AI,1,1
1566845,1649,14841,6,6,SaaS,0,0
3815865,5846,46768,3,6,SaaS,1,0
10985287,21350,597800,4,3,Infrastructure,0,0
2428969,3811,26677,6,8,SaaS,0,0
2451012,4952,103992,1,6,Infrastructure,0,0
8350586,20627,206270,3,0,Gaming,0,0
3919558,9478,274862,7,1,AI,0,0
357150,16898,118286,4,9,SaaS,1,0
48723076,16978,390494,2,5,AI,1,1
26022366,14547,174564,3,2,DeFi,0,0
16191101,30692,368304,6,3,DeFi,1,0
7190653,1630,24450,7,0,DeFi,0,0
3968651,17992,395824,1,7,DeFi,1,1
51689783,743,5944,7,6,SaaS,0,0
95850145,19410,174690,3,2,Infrastructure,0,0
46322971,21205,148435,5,9,DeFi,1,0
13168005,5900,82600,3,5,AI,0,0
28650851,735,6615,5,0,Gaming,0,0
437741,16502,495060,2,2,Infrastructure,0,0
1364921,5835,75855,3,0,Gaming,0,0
14154066,4627,50897,5,10,DeFi,0,0
2981603,10974,76818,4,5,AI,0,0
441370912,5225,41800,4,6,DeFi,1,0
12365711,7852,188448,1,0,DeFi,0,0
2891487,23269,674801,2,7,DeFi,0,0
4543483,1890,64260,6,5,Gaming,1,0
1098567278,48661,437949,7,4,DeFi,0,0
32592951,5737,40159,1,8,DeFi,0,0
7705698,4449,88980,7,4,AI,0,0
12130008,79228,1426104,2,4,Gaming,0,0
142150620,9794,176292,1,5,SaaS,0,0
9408686,9114,227850,2,6,AI,0,0
82062936,4507,130703,1,4,DeFi,0,0
1203218,4439,66585,4,4,Gaming,0,1
103572981,8932,267960,7,0,AI,0,0
8326168,4923,78768,5,10,Gaming,0,1
24043480,3295,82375,1,8,Infrastructure,1,0
98463847,5212,83392,2,6,Infrastructure,0,0
38588876,24707,172949,3,5,Gaming,0,0
2028603,5861,175830,1,5,AI,0,0
134924256,78472,1647912,1,7,Infrastructure,0,0
34697372,15537,108759,2,4,Gaming,1,0
6512408,5825,133975,6,6,DeFi,1,1
4245479,33845,372295,4,2,Gaming,0,0
101417157,8881,230906,1,2,DeFi,0,0
2817905,10666,213320,3,5,Infrastructure,0,0
2094285,5134,92412,3,3,Infrastructure,0,1
6026939,2980,35760,1,5,AI,1,1
337230,12499,212483,6,0,SaaS,0,0
8586318,13993,363818,4,5,SaaS,0,0
13647049,15162,212268,2,1,Gaming,0,0
23530580,16006,480180,3,3,DeFi,1,0
462817082,29631,385203,6,2,SaaS,1,1
34552566,4554,45540,5,9,SaaS,0,0
59503669,5502,170562,4,0,DeFi,0,0
2866016,10320,309600,4,1,Gaming,0,0
13435618,4186,87906,5,2,Gaming,0,0
24303537,12523,375690,3,2,AI,1,0
911290,35274,599658,1,3,DeFi,0,1
943530,2930,90830,5,2,Gaming,0,0
1272798,17121,496509,6,5,SaaS,0,0
162396,2909,29090,5,0,Infrastructure,1,0
19391446,10827,184059,6,10,SaaS,0,1
2676256,24272,655344,6,2,Infrastructure,0,0
1929697,31551,631020,7,6,Infrastructure,1,1
203005544,24196,193568,2,6,Gaming,0,0
87600089,7615,137070,3,2,Infrastructure,0,0
6457551,3927,117810,7,8,DeFi,0,0
97556156,5964,35784,7,5,AI,1,0
14941541,16248,178728,4,6,DeFi,0,0
3670351,6388,38328,4,7,SaaS,0,0
12718500,4252,89292,2,4,DeFi,1,0
13861049,4415,105960,2,4,SaaS,0,0
5026207,4268,119504,7,9,SaaS,0,0
36223852,7878,55146,3,9,Infrastructure,0,0
97812739,6442,103072,2,8,SaaS,0,0
1515884,15730,314600,2,4,AI,1,1
86499790,4554,100188,2,8,DeFi,1,1
16943083,1223,20791,4,4,AI,0,0
1338447,8202,131232,6,3,AI,1,1
6954615,4578,137340,5,0,Gaming,0,0
13792764,7867,141606,4,6,Gaming,0,0
1867653,3687,47931,2,1,Gaming,0,0
501673,6753,40518,6,7,DeFi,0,0
512811,920,22080,3,4,Infrastructure,1,1
5409771,6286,176008,2,6,AI,0,0
6828710,1443,41847,7,4,DeFi,1,0
3444035,2760,35880,1,7,DeFi,1,1
63913207,12729,127290,6,4,Infrastructure,0,0
268305,2579,30948,6,0,DeFi,0,0
52982838,15152,424256,4,6,DeFi,0,0
25079277,4310,81890,4,2,AI,0,0
26100945,6141,147384,1,5,AI,1,1
1010332,4451,97922,4,8,Infrastructure,0,1
37401053,20590,123540,4,6,Gaming,0,0
1349875,2611,62664,5,7,SaaS,0,0
34628290,22768,523664,5,5,Infrastructure,0,1
3134751,46601,605813,1,7,Infrastructure,0,0
2309751,12082,362460,2,2,Gaming,1,0
25847759,14739,456909,1,3,Gaming,1,0
285391,16171,291078,2,8,AI,1,1
6564986,19652,510952,1,4,Gaming,0,0
6976620,11550,358050,1,9,DeFi,0,0
25665136,15296,260032,6,0,AI,0,0
671568,12999,220983,4,4,SaaS,1,0
132563565,41754,1210866,5,5,Gaming,0,0
117407791,9972,229356,3,3,Gaming,0,1
15107959,21293,617497,3,3,Infrastructure,0,0
41468316,25935,726180,4,5,Infrastructure,0,0
7655002,3564,49896,6,3,DeFi,1,1
514012,3292,102052,5,0,SaaS,0,0
13176728,14099,465267,7,4,SaaS,1,0
427835343,5480,164400,6,7,Gaming,1,0
2816555,20359,325744,2,3,Gaming,0,0
1662088,5887,123627,1,7,Gaming,0,1
4598966,30016,1020544,1,2,Gaming,0,0
864277,6494,214302,6,4,AI,0,0
3521111,3426,44538,3,7,SaaS,0,0
20697417,20831,708254,7,0,AI,1,0
84449129,10875,184875,6,5,DeFi,0,0
10436813,1579,18948,5,6,Infrastructure,1,1
599458,47347,331429,7,4,Infrastructure,0,0
22095176,8314,207850,7,4,SaaS,1,0
5079433,5590,95030,6,6,SaaS,0,0
44784226,4590,78030,4,11,SaaS,0,1
10055419,4371,83049,6,5,SaaS,0,1
123385886,120988,3024700,4,2,Gaming,1,0
440275,25468,432956,3,6,Infrastructure,0,1
1100749,10159,264134,1,7,DeFi,0,0
1659733,62698,1128564,6,1,SaaS,0,0
112353705,17420,470340,6,8,SaaS,0,0
28799712,13752,481320,5,0,AI,0,0
3646293,10508,126096,3,4,DeFi,0,0
17784538,13524,162288,5,6,AI,1,0
3572058,2329,27948,7,3,DeFi,0,0
12893863,4130,24780,7,2,AI,0,0
332766,6078,182340,4,10,Infrastructure,0,0
31343365,13148,210368,3,6,DeFi,0,1
3778736,9942,318144,6,1,Gaming,0,0
101624263,2084,58352,5,5,DeFi,1,0
207214547,4043,28301,4,2,AI,1,0
27050900,14428,216420,4,10,DeFi,1,1
7407290,13148,354996,3,5,Infrastructure,0,0
636831,14693,132237,6,3,AI,1,0
2620261,34713,381843,4,3,DeFi,0,0
25316931,8950,259550,1,10,Gaming,0,0
10808133,3313,99390,2,2,Gaming,1,0
18758289,2540,48260,5,6,SaaS,1,1
752287,23486,399262,5,0,SaaS,0,0
22620428,13138,78828,3,4,AI,0,0
25919862,3863,100438,4,3,AI,0,0
12267382,20651,165208,4,10,DeFi,0,0
6343100,5104,132704,7,4,SaaS,0,0
41240797,6682,53456,6,7,Gaming,1,0
56326894,2047,24564,2,9,Gaming,0,1
19566936,16713,300834,6,0,Gaming,0,0
65191466,11982,143784,1,2,AI,0,0
2081322,12621,416493,2,3,SaaS,0,0
160484,5344,32064,1,1,Infrastructure,0,0
8680639,13906,347650,2,3,Infrastructure,0,0
17637761,1927,26978,2,7,Infrastructure,0,0
39188872,4370,43700,5,5,AI,0,0
51963461,5415,162450,6,3,Infrastructure,0,0
3804576,11929,417515,2,9,Gaming,1,0
147659,3333,103323,1,7,DeFi,0,0
101921365,32793,1114962,1,5,Infrastructure,1,0
88149216,5320,101080,5,1,SaaS,0,0
389590,5437,103303,6,0,SaaS,0,0
2479439,14207,497245,4,7,Infrastructure,0,0
645344796,11954,370574,1,1,SaaS,0,0
56114965,531,13806,5,9,Infrastructure,1,0
389995378,20571,719985,2,3,Infrastructure,0,0
813682,43327,476597,1,3,SaaS,0,0
694855,6530,195900,7,2,Infrastructure,0,0
1558932,8987,242649,3,6,DeFi,0,0
23692358,7672,115080,6,3,DeFi,1,1
258096,4552,91040,1,3,Gaming,0,0
1070507,10277,246648,3,2,SaaS,1,0
133447279,3950,122450,4,6,Gaming,0,0
18435419,30090,210630,7,5,DeFi,0,0
15750076,7317,146340,2,3,Infrastructure,0,1
9677737,1151,9208,2,0,DeFi,0,0
15943328,11584,92672,6,0,AI,0,0
3036409,64244,1606100,1,6,SaaS,0,0
84848383,6532,71852,4,3,AI,0,0
2036721,7631,144989,7,4,AI,0,1
359021052,7362,250308,6,3,Infrastructure,0,0
1330014,7614,243648,1,7,Gaming,0,0
462597,69050,1311950,3,8,SaaS,0,0
304982,1161,31347,7,0,SaaS,1,0
1054370,6049,133078,4,5,Gaming,0,1
3050970,2448,73440,3,6,Infrastructure,1,1
14865345,8422,109486,6,7,AI,0,1
29487791,12995,376855,6,7,AI,1,0
1593869,7526,97838,6,3,Gaming,0,0
7626272,30063,631323,3,0,Infrastructure,0,0
16489076,11554,115540,3,0,AI,1,0
386582432,5314,85024,1,2,SaaS,0,0
69632733,2184,45864,6,0,SaaS,1,0
3339370,7779,54453,2,5,Gaming,1,0
86763659,5279,179486,4,3,AI,0,0
202188087,16893,473004,6,1,SaaS,1,0
161384602,7873,236190,1,2,Infrastructure,0,0
18666994,9546,162282,4,4,DeFi,1,1
749725,13476,444708,5,6,AI,0,0
2215842,3757,90168,3,11,SaaS,1,1
15320665,37501,1162531,6,4,Infrastructure,1,0
22155570,3750,52500,1,5,Gaming,0,0
1444706,13398,361746,1,3,Gaming,1,0
758733,5447,136175,5,5,Infrastructure,1,1
8550450,20561,349537,3,3,DeFi,1,1
1595934,32145,289305,1,1,AI,0,0
46733118,15741,94446,7,7,AI,0,0
1656549,13013,117117,7,7,Gaming,0,0
5290824,3128,90712,7,6,Infrastructure,1,0
40780094,45065,991430,1,7,DeFi,1,1
8382056,3120,71760,3,0,AI,0,0
5186648,17446,558272,3,5,Infrastructure,1,0
70135476,23218,719758,1,1,Infrastructure,0,0
235884966,8605,103260,6,3,DeFi,0,0
53850049,22491,472311,3,8,AI,0,1
1882269,5027,160864,4,7,DeFi,0,0
4402338,5233,104660,5,5,AI,0,0
7517040,11968,143616,3,2,Infrastructure,1,0
10800594,7444,96772,2,5,AI,0,0
1390513,8084,250604,3,8,DeFi,1,0
12270896,24659,789088,2,3,SaaS,1,0
814950,17436,104616,1,4,Infrastructure,1,0
143263020,7320,131760,6,3,AI,0,0
559126,7561,226830,7,5,AI,0,0
423997,3170,82420,4,9,Infrastructure,1,0
24024897,5767,74971,1,2,AI,0,0
3744058,3714,33426,4,5,SaaS,1,0
3089083,4063,85323,1,0,DeFi,0,0
5998358,14490,333270,7,4,AI,0,0
29252435,4340,117180,5,5,DeFi,0,0
189878621,2158,51792,2,3,SaaS,0,0
2052668,2699,45883,2,5,Gaming,0,1
30754,2445,80685,1,8,SaaS,0,0
1516368,10700,139100,2,7,Gaming,1,1
5655820,11952,167328,1,4,Infrastructure,1,1
15094271,10058,211218,7,5,Infrastructure,0,0
6997062,1728,44928,6,6,Gaming,1,0
14561859,2603,57266,7,5,Infrastructure,0,1
102439541,13433,255227,1,5,DeFi,0,0
6591693,13435,389615,7,13,DeFi,0,1
25248713,4052,76988,3,3,AI,0,0
48935146,9408,301056,7,5,DeFi,1,0
53259269,2259,20331,5,6,DeFi,0,0
28100845,5490,54900,7,9,SaaS,0,0
133825,2687,83297,4,9,AI,0,0
21837402,51310,359170,5,1,Infrastructure,0,0
14656322,1391,22256,3,4,Gaming,0,0
10433514,5454,65448,7,3,AI,0,1
12827629,1234,14808,6,0,AI,0,0
6770739,4020,68340,5,2,SaaS,0,0
706768,37184,409024,1,12,SaaS,0,0
7985362,1845,57195,6,6,Infrastructure,1,0
197983851,4220,139260,7,2,Infrastructure,1,0
5452082,2001,12006,4,8,Gaming,1,0
15476009,14015,126135,2,8,DeFi,1,0
2072350,1055,10550,6,8,DeFi,0,0
254430,9012,99132,5,0,DeFi,1,0
68468166,20405,367290,3,8,Gaming,1,1
1713158,3606,104574,3,8,SaaS,1,0
75304664,9154,54924,6,9,SaaS,0,0
2489685,110300,3860500,7,5,AI,0,0
26970270,4131,90882,3,1,Infrastructure,0,0
1015489,10305,237015,7,6,DeFi,0,1
10261695,27270,599940,7,6,DeFi,0,0
79000869,7362,66258,7,2,SaaS,1,0
2115605,7646,53522,6,9,Infrastructure,1,0
7835605,9363,327705,2,2,Gaming,0,0
1802991,9123,282813,2,4,SaaS,0,0
4471970,14960,433840,7,0,AI,1,0
27047893,3356,107392,4,3,Infrastructure,0,0
6236346,6153,36918,1,7,SaaS,0,0
5484402,27219,871008,6,0,SaaS,0,0
3880579,4104,77976,7,6,SaaS,1,1
2862845,14018,168216,7,9,AI,0,1
99021568,1127,18032,2,8,SaaS,0,1
95292447,3916,39160,7,2,SaaS,0,0
593501,5651,163879,4,8,SaaS,1,0
61293400,4292,77256,6,5,DeFi,0,0
28599419,3799,41789,5,11,Gaming,0,0
47648070,4460,53520,3,4,DeFi,1,1
15476574,83386,2918510,1,2,Gaming,1,0
1682870,31568,883904,4,6,AI,0,0
7128036,1373,48055,2,4,Gaming,1,0
355217,6803,47621,3,2,Infrastructure,1,0
320989739,1875,48750,2,2,Gaming,0,0
29832848,20092,683128,5,3,DeFi,0,0
5139989,12467,423878,5,6,Gaming,1,0
3498269,26114,783420,5,6,AI,0,0
655995,5797,168113,5,2,Gaming,0,0
583670,3964,39640,2,4,SaaS,0,0
21402621,24928,648128,3,5,AI,0,0
3607521,1736,50344,5,3,SaaS,1,0
6083363,4904,166736,1,5,Gaming,0,0
624430,1253,37590,5,8,AI,0,0
31364524,7917,102921,6,4,DeFi,0,0
748087109,5550,133200,1,3,Infrastructure,1,1
20088635,1826,49302,7,2,SaaS,0,0
34676650,5172,46548,6,6,Infrastructure,0,0
72198095,7504,45024,7,1,DeFi,0,0
150480414,5138,77070,2,1,DeFi,0,0
10578721,13337,226729,4,4,Infrastructure,0,0
25455896,13616,476560,7,4,SaaS,1,0
8877850,18185,545550,6,8,Gaming,1,0
